,pokemon,id,form,rank,move,raito
1562,グレッグル,453,0,5,ダストシュート,24.4
1563,グレッグル,453,0,6,ねこだまし,24.4
1564,グレッグル,453,0,7,きしかいせい,24.4
1565,グレッグル,453,0,8,ヘドロばくだん,22.2
1566,グレッグル,453,0,9,ゲップ,20.0
1567,グレッグル,453,0,10,ちょうはつ,8.9
1568,ドクロッグ,454,0,1,ふいうち,56.3
1569,ドクロッグ,454,0,2,インファイト,44.3
1570,ドクロッグ,454,0,3,どくづき,35.5
1571,ドクロッグ,454,0,4,じしん,30.0
1572,ドクロッグ,454,0,5,ドレインパンチ,29.8
1573,ドクロッグ,454,0,6,ダストシュート,26.3
1574,ドクロッグ,454,0,7,バレットパンチ,23.9
1575,ドクロッグ,454,0,8,れいとうパンチ,14.7
1576,ドクロッグ,454,0,9,ねこだまし,12.6
1577,ドクロッグ,454,0,10,カウンター,11.4
1578,ケイコウオ,456,0,1,おいかぜ,92.3
1579,ケイコウオ,456,0,2,アクロバット,46.2
1580,ケイコウオ,456,0,3,アクアテール,46.2
1581,ケイコウオ,456,0,4,とんぼがえり,46.2
1582,ケイコウオ,456,0,5,こごえるかぜ,46.2
1583,ケイコウオ,456,0,6,みずびたし,46.2
1584,ケイコウオ,456,0,7,まもる,46.2
1585,ケイコウオ,456,0,8,サイケこうせん,7.7
1586,ケイコウオ,456,0,9,オーロラビーム,7.7
1587,ケイコウオ,456,0,10,はたく,7.7
1588,ネオラント,457,0,1,アンコール,56.6
1589,ネオラント,457,0,2,うずしお,47.1
1590,ネオラント,457,0,3,とんぼがえり,39.4
1591,ネオラント,457,0,4,おいかぜ,28.8
1592,ネオラント,457,0,5,こごえるかぜ,24.0
1593,ネオラント,457,0,6,なみのり,23.3
1594,ネオラント,457,0,7,あまえる,22.7
1595,ネオラント,457,0,8,みがわり,20.5
1596,ネオラント,457,0,9,あまごい,19.3
1597,ネオラント,457,0,10,しんぴのまもり,14.5
1598,ユキカブリ,459,0,1,こおりのつぶて,60.4
1599,ユキカブリ,459,0,2,ふぶき,54.7
1600,ユキカブリ,459,0,3,ぜったいれいど,50.9
1601,ユキカブリ,459,0,4,タネばくだん,37.7
1602,ユキカブリ,459,0,5,エナジーボール,37.7
1603,ユキカブリ,459,0,6,こごえるかぜ,34.0
1604,ユキカブリ,459,0,7,はっぱカッター,28.3
1605,ユキカブリ,459,0,8,しろいきり,17.0
1606,ユキカブリ,459,0,9,ギガドレイン,17.0
1607,ユキカブリ,459,0,10,ねをはる,13.2
1608,ユキノオー,460,0,1,ふぶき,79.7
1609,ユキノオー,460,0,2,オーロラベール,71.0
1610,ユキノオー,460,0,3,やどりぎのタネ,36.4
1611,ユキノオー,460,0,4,こおりのつぶて,33.3
1612,ユキノオー,460,0,5,リーフストーム,31.0
1613,ユキノオー,460,0,6,だいちのちから,26.8
1614,ユキノオー,460,0,7,ぜったいれいど,26.3
1615,ユキノオー,460,0,8,ギガドレイン,22.9
1616,ユキノオー,460,0,9,エナジーボール,11.4
1617,ユキノオー,460,0,10,きあいだま,8.4
1618,マニューラ,461,0,1,こおりのつぶて,82.8
1619,マニューラ,461,0,2,つじぎり,67.1
1620,マニューラ,461,0,3,ねこだまし,46.2
1621,マニューラ,461,0,4,けたぐり,40.8
1622,マニューラ,461,0,5,アイススピナー,32.7
1623,マニューラ,461,0,6,ちょうはつ,18.9
1624,マニューラ,461,0,7,つららおとし,18.6
1625,マニューラ,461,0,8,カウンター,12.9
1626,マニューラ,461,0,9,きしかいせい,11.6
1627,マニューラ,461,0,10,かわらわり,10.3
1628,ジバコイル,462,0,1,ラスターカノン,97.1
1629,ジバコイル,462,0,2,ボルトチェンジ,87.4
1630,ジバコイル,462,0,3,１０まんボルト,83.2
1631,ジバコイル,462,0,4,テラバースト,74.8
1632,ジバコイル,462,0,5,ミラーコート,12.3
1633,ジバコイル,462,0,6,ほうでん,11.5
1634,ジバコイル,462,0,7,てっていこうせん,8.1
1635,ジバコイル,462,0,8,でんじは,6.0
1636,ジバコイル,462,0,9,ボディプレス,5.9
1637,ジバコイル,462,0,10,かみなり,2.7
1638,リーフィア,470,0,1,リーフブレード,58.8
1639,リーフィア,470,0,2,こうごうせい,53.9
1640,リーフィア,470,0,3,やどりぎのタネ,43.9
1641,リーフィア,470,0,4,テラバースト,41.2
1642,リーフィア,470,0,5,あまえる,39.3
1643,リーフィア,470,0,6,つるぎのまい,32.9
1644,リーフィア,470,0,7,くさわけ,28.8
1645,リーフィア,470,0,8,バトンタッチ,14.7
1646,リーフィア,470,0,9,でんこうせっか,12.8
1647,リーフィア,470,0,10,あくび,11.4
1648,グレイシア,471,0,1,フリーズドライ,94.5
1649,グレイシア,471,0,2,テラバースト,70.3
1650,グレイシア,471,0,3,こおりのつぶて,47.5
1651,グレイシア,471,0,4,シャドーボール,35.2
1652,グレイシア,471,0,5,ミラーコート,32.2
1653,グレイシア,471,0,6,れいとうビーム,25.2
1654,グレイシア,471,0,7,ふぶき,22.4
1655,グレイシア,471,0,8,マッドショット,20.2
1656,グレイシア,471,0,9,めいそう,9.0
1657,グレイシア,471,0,10,あくび,9.0
1658,エルレイド,475,0,1,せいなるつるぎ,97.3
1659,エルレイド,475,0,2,サイコカッター,90.5
1660,エルレイド,475,0,3,つじぎり,60.8
1661,エルレイド,475,0,4,リーフブレード,58.7
1662,エルレイド,475,0,5,かげうち,38.5
1663,エルレイド,475,0,6,アクアカッター,12.7
1664,エルレイド,475,0,7,トリック,5.4
1665,エルレイド,475,0,8,はたきおとす,4.4
1666,エルレイド,475,0,9,みちづれ,4.0
1667,エルレイド,475,0,10,つるぎのまい,3.9
1668,ユキメノコ,478,0,1,みちづれ,89.9
1669,ユキメノコ,478,0,2,ゆきなだれ,41.3
1670,ユキメノコ,478,0,3,ちょうはつ,40.1
1671,ユキメノコ,478,0,4,シャドーボール,31.1
1672,ユキメノコ,478,0,5,まきびし,30.6
1673,ユキメノコ,478,0,6,おにび,25.8
1674,ユキメノコ,478,0,7,でんじは,19.3
1675,ユキメノコ,478,0,8,れいとうビーム,19.2
1676,ユキメノコ,478,0,9,こごえるかぜ,19.1
1677,ユキメノコ,478,0,10,たたりめ,15.7
1678,ロトム,479,0,1,おにび,54.5
1679,ロトム,479,0,2,ボルトチェンジ,52.2
1680,ロトム,479,0,3,でんじは,47.4
1681,ロトム,479,0,4,たたりめ,46.2
1682,ロトム,479,0,5,トリック,41.9
1683,ロトム,479,0,6,シャドーボール,38.0
1684,ロトム,479,0,7,ほうでん,27.3
1685,ロトム,479,0,8,１０まんボルト,15.5
1686,ロトム,479,0,9,イカサマ,10.5
1687,ロトム,479,0,10,テラバースト,7.9
1688,ロトム,479,1,1,ボルトチェンジ,91.5
1689,ロトム,479,1,2,オーバーヒート,81.7
1690,ロトム,479,1,3,おにび,50.7
1691,ロトム,479,1,4,トリック,44.2
1692,ロトム,479,1,5,イカサマ,34.0
1693,ロトム,479,1,6,でんじは,21.9
1694,ロトム,479,1,7,テラバースト,18.6
1695,ロトム,479,1,8,ほうでん,16.7
1696,ロトム,479,1,9,１０まんボルト,15.7
1697,ロトム,479,1,10,たたりめ,7.3
1698,ロトム,479,2,1,ハイドロポンプ,93.0
1699,ロトム,479,2,2,ボルトチェンジ,90.1
1700,ロトム,479,2,3,トリック,54.8
1701,ロトム,479,2,4,テラバースト,35.8
1702,ロトム,479,2,5,１０まんボルト,26.9
1703,ロトム,479,2,6,ほうでん,24.9
1704,ロトム,479,2,7,おにび,24.5
1705,ロトム,479,2,8,イカサマ,16.6
1706,ロトム,479,2,9,でんじは,10.8
1707,ロトム,479,2,10,シャドーボール,6.9
1708,ロトム,479,3,1,ふぶき,87.5
1709,ロトム,479,3,2,ボルトチェンジ,78.2
1710,ロトム,479,3,3,トリック,59.7
1711,ロトム,479,3,4,１０まんボルト,50.1
1712,ロトム,479,3,5,シャドーボール,24.2
1713,ロトム,479,3,6,ほうでん,19.7
1714,ロトム,479,3,7,おにび,19.0
1715,ロトム,479,3,8,テラバースト,14.2
1716,ロトム,479,3,9,でんじは,11.5
1717,ロトム,479,3,10,たたりめ,8.7
1718,ロトム,479,4,1,エアスラッシュ,88.3
1719,ロトム,479,4,2,ボルトチェンジ,57.3
1720,ロトム,479,4,3,トリック,35.7
1721,ロトム,479,4,4,１０まんボルト,32.8
1722,ロトム,479,4,5,テラバースト,31.2
1723,ロトム,479,4,6,ほうでん,30.8
1724,ロトム,479,4,7,でんじは,27.7
1725,ロトム,479,4,8,おにび,21.8
1726,ロトム,479,4,9,シャドーボール,18.8
1727,ロトム,479,4,10,たたりめ,15.7
1728,ロトム,479,5,1,リーフストーム,95.0
1729,ロトム,479,5,2,ボルトチェンジ,88.1
1730,ロトム,479,5,3,トリック,63.4
1731,ロトム,479,5,4,１０まんボルト,39.7
1732,ロトム,479,5,5,テラバースト,27.0
1733,ロトム,479,5,6,ほうでん,17.2
1734,ロトム,479,5,7,おにび,15.6
1735,ロトム,479,5,8,あくのはどう,12.8
1736,ロトム,479,5,9,シャドーボール,10.3
1737,ロトム,479,5,10,でんじは,8.3
1738,チュリネ,548,0,1,あまえる,53.3
1739,チュリネ,548,0,2,しびれごな,53.3
1740,チュリネ,548,0,3,メガドレイン,53.3
1741,チュリネ,548,0,4,マジカルリーフ,53.3
1742,チュリネ,548,0,5,いやしのねがい,26.7
1743,チュリネ,548,0,6,あまいかおり,26.7
1744,チュリネ,548,0,7,ねをはる,26.7
1745,チュリネ,548,0,8,なやみのタネ,26.7
1746,チュリネ,548,0,9,ねむりごな,16.7
1747,チュリネ,548,0,10,ギガドレイン,16.7
1748,ドレディア,549,0,1,ちょうのまい,88.9
1749,ドレディア,549,0,2,テラバースト,79.8
1750,ドレディア,549,0,3,ギガドレイン,70.4
1751,ドレディア,549,0,4,ねむりごな,25.8
1752,ドレディア,549,0,5,アンコール,19.2
1753,ドレディア,549,0,6,あまえる,17.0
1754,ドレディア,549,0,7,はなびらのまい,13.9
1755,ドレディア,549,0,8,かふんだんご,13.3
1756,ドレディア,549,0,9,こうごうせい,13.2
1757,ドレディア,549,0,10,ソーラービーム,9.7
1758,バスラオ,550,0,1,ウェーブタックル,84.3
1759,バスラオ,550,0,2,アクアジェット,77.2
1760,バスラオ,550,0,3,もろはのずつき,54.1
1761,バスラオ,550,0,4,いのちがけ,38.5
1762,バスラオ,550,0,5,かみくだく,22.7
1763,バスラオ,550,0,6,テラバースト,22.3
1764,バスラオ,550,0,7,がむしゃら,13.8
1765,バスラオ,550,0,8,こおりのキバ,11.0
1766,バスラオ,550,0,9,ちょうはつ,10.3
1767,バスラオ,550,0,10,れいとうビーム,9.8
1768,バスラオ,550,1,1,アクアジェット,94.7
1769,バスラオ,550,1,2,ウェーブタックル,68.1
1770,バスラオ,550,1,3,もろはのずつき,52.1
1771,バスラオ,550,1,4,いのちがけ,44.5
1772,バスラオ,550,1,5,がむしゃら,34.2
1773,バスラオ,550,1,6,テラバースト,19.9
1774,バスラオ,550,1,7,すてみタックル,19.8
1775,バスラオ,550,1,8,ちょうはつ,8.1
1776,バスラオ,550,1,9,じたばた,7.7
1777,バスラオ,550,1,10,みずびたし,7.3
1778,メグロコ,551,0,1,ほのおのキバ,75.0
1779,メグロコ,551,0,2,あばれる,75.0
1780,メグロコ,551,0,3,じしん,75.0
1781,メグロコ,551,0,4,かみくだく,75.0
1782,メグロコ,551,0,5,いばる,25.0
1783,メグロコ,551,0,6,かみつく,25.0
1784,メグロコ,551,0,7,いちゃもん,25.0
1785,メグロコ,551,0,8,あなをほる,25.0
1786,ワルビル,552,0,1,イカサマ,100.0
1787,ワルビル,552,0,2,ステルスロック,100.0
1788,ワルビル,552,0,3,がんせきふうじ,100.0
1789,ワルビル,552,0,4,じしん,100.0
1790,ワルビアル,553,0,1,じしん,82.1
1791,ワルビアル,553,0,2,かみくだく,45.2
1792,ワルビアル,553,0,3,ステルスロック,45.0
1793,ワルビアル,553,0,4,ちょうはつ,43.1
1794,ワルビアル,553,0,5,インファイト,26.8
1795,ワルビアル,553,0,6,なげつける,21.8
1796,ワルビアル,553,0,7,ダストシュート,21.4
1797,ワルビアル,553,0,8,がんせきふうじ,20.3
1798,ワルビアル,553,0,9,げきりん,12.3
1799,ワルビアル,553,0,10,テラバースト,10.9
1800,ゾロア,570,0,1,ちょうはつ,59.5
1801,ゾロア,570,0,2,ふいうち,51.8
1802,ゾロア,570,0,3,アンコール,49.5
1803,ゾロア,570,0,4,はたきおとす,43.5
1804,ゾロア,570,0,5,ナイトバースト,41.7
1805,ゾロア,570,0,6,カウンター,39.0
1806,ゾロア,570,0,7,おきみやげ,28.9
1807,ゾロア,570,0,8,イカサマ,20.8
1808,ゾロア,570,0,9,こわいかお,12.6
1809,ゾロア,570,0,10,トリック,7.5
1810,ゾロアーク,571,0,1,ナイトバースト,72.4
1811,ゾロアーク,571,0,2,かえんほうしゃ,54.3
1812,ゾロアーク,571,0,3,トリック,44.0
1813,ゾロアーク,571,0,4,とんぼがえり,30.2
1814,ゾロアーク,571,0,5,ちょうはつ,22.8
1815,ゾロアーク,571,0,6,ふいうち,21.9
1816,ゾロアーク,571,0,7,テラバースト,20.8
1817,ゾロアーク,571,0,8,はたきおとす,20.2
1818,ゾロアーク,571,0,9,ヘドロばくだん,16.2
1819,ゾロアーク,571,0,10,カウンター,12.3
1820,ゴチミル,575,0,1,ねむる,80.4
1821,ゴチミル,575,0,2,めいそう,50.2
1822,ゴチミル,575,0,3,みがわり,45.1
1823,ゴチミル,575,0,4,アシストパワー,43.1
1824,ゴチミル,575,0,5,あまえる,41.7
1825,ゴチミル,575,0,6,ちょうはつ,28.5
1826,ゴチミル,575,0,7,がんせきふうじ,24.5
1827,ゴチミル,575,0,8,まもる,17.3
1828,ゴチミル,575,0,9,いやしのはどう,6.5
1829,ゴチミル,575,0,10,くすぐる,5.4
1830,ゴチルゼル,576,0,1,ねむる,70.1
1831,ゴチルゼル,576,0,2,めいそう,63.3
1832,ゴチルゼル,576,0,3,あまえる,52.4
1833,ゴチルゼル,576,0,4,アシストパワー,51.5
1834,ゴチルゼル,576,0,5,サイコキネシス,26.8
1835,ゴチルゼル,576,0,6,トリック,24.5
1836,ゴチルゼル,576,0,7,テラバースト,19.3
1837,ゴチルゼル,576,0,8,ちょうはつ,16.8
1838,ゴチルゼル,576,0,9,みがわり,11.3
1839,ゴチルゼル,576,0,10,１０まんボルト,8.4
1840,シキジカ,585,0,1,こうごうせい,71.4
1841,シキジカ,585,0,2,やどりぎのタネ,47.6
1842,シキジカ,585,0,3,バトンタッチ,42.9
1843,シキジカ,585,0,4,ずつき,38.1
1844,シキジカ,585,0,5,こうそくいどう,38.1
1845,シキジカ,585,0,6,にほんばれ,33.3
1846,シキジカ,585,0,7,でんじは,33.3
1847,シキジカ,585,0,8,タネマシンガン,19.0
1848,シキジカ,585,0,9,にどげり,14.3
1849,シキジカ,585,0,10,とっしん,14.3
1850,メブキジカ,586,0,1,ずつき,64.3
1851,メブキジカ,586,0,2,しねんのずつき,60.0
1852,メブキジカ,586,0,3,ウッドホーン,57.9
1853,メブキジカ,586,0,4,じゃれつく,33.3
1854,メブキジカ,586,0,5,でんじは,26.8
1855,メブキジカ,586,0,6,のしかかり,18.4
1856,メブキジカ,586,0,7,すてみタックル,18.0
1857,メブキジカ,586,0,8,くさわけ,17.7
1858,メブキジカ,586,0,9,テラバースト,15.4
1859,メブキジカ,586,0,10,つるぎのまい,12.3
1860,タマゲタケ,590,0,1,どくどく,57.5
1861,タマゲタケ,590,0,2,クリアスモッグ,45.0
1862,タマゲタケ,590,0,3,キノコのほうし,40.0
1863,タマゲタケ,590,0,4,こうごうせい,40.0
1864,タマゲタケ,590,0,5,イカサマ,32.5
1865,タマゲタケ,590,0,6,ソーラービーム,30.0
1866,タマゲタケ,590,0,7,いかりのこな,30.0
1867,タマゲタケ,590,0,8,すいとる,25.0
1868,タマゲタケ,590,0,9,おどろかす,25.0
1869,タマゲタケ,590,0,10,ギガドレイン,7.5
1870,モロバレル,591,0,1,キノコのほうし,83.5
1871,モロバレル,591,0,2,イカサマ,70.2
1872,モロバレル,591,0,3,ギガドレイン,53.3
1873,モロバレル,591,0,4,クリアスモッグ,43.1
1874,モロバレル,591,0,5,こうごうせい,37.8
1875,モロバレル,591,0,6,ヘドロばくだん,31.9
1876,モロバレル,591,0,7,リーフストーム,21.4
1877,モロバレル,591,0,8,どくどく,19.4
1878,モロバレル,591,0,9,じだんだ,11.7
1879,モロバレル,591,0,10,テラバースト,6.5
1880,ママンボウ,594,0,1,ミラーコート,70.9
1881,ママンボウ,594,0,2,アクアジェット,60.2
1882,ママンボウ,594,0,3,ひやみず,58.1
1883,ママンボウ,594,0,4,じゃれつく,53.5
1884,ママンボウ,594,0,5,ねがいごと,43.4
1885,ママンボウ,594,0,6,まもる,32.0
1886,ママンボウ,594,0,7,うずしお,29.3
1887,ママンボウ,594,0,8,バトンタッチ,15.0
1888,ママンボウ,594,0,9,アクアブレイク,6.0
1889,ママンボウ,594,0,10,くすぐる,3.5
1890,シビシラス,602,0,1,チャージビーム,100.0
1891,シビシラス,602,0,2,スパーク,100.0
1892,シビシラス,602,0,3,でんじは,100.0
1893,シビシラス,602,0,4,たいあたり,100.0
1894,シビビール,603,0,1,アシッドボム,60.0
1895,シビビール,603,0,2,でんじは,57.0
1896,シビビール,603,0,3,ギガドレイン,53.0
1897,シビビール,603,0,4,１０まんボルト,51.0
1898,シビビール,603,0,5,ほうでん,34.0
1899,シビビール,603,0,6,ボルトチェンジ,19.0
1900,シビビール,603,0,7,ラスターカノン,15.0
1901,シビビール,603,0,8,とんぼがえり,15.0
1902,シビビール,603,0,9,テラバースト,14.0
1903,シビビール,603,0,10,ひかりのかべ,14.0
1904,シビルドン,604,0,1,かえんほうしゃ,46.3
1905,シビルドン,604,0,2,じだんだ,32.7
1906,シビルドン,604,0,3,１０まんボルト,32.7
1907,シビルドン,604,0,4,ドレインパンチ,30.6
1908,シビルドン,604,0,5,ボルトチェンジ,29.4
1909,シビルドン,604,0,6,とぐろをまく,20.4
1910,シビルドン,604,0,7,ギガドレイン,19.1
1911,シビルドン,604,0,8,くさむすび,16.9
1912,シビルドン,604,0,9,テラバースト,15.8
1913,シビルドン,604,0,10,でんじほう,14.3
1914,キバゴ,610,0,1,ドラゴンクロー,53.3
1915,キバゴ,610,0,2,りゅうのまい,41.7
1916,キバゴ,610,0,3,みがわり,33.3
1917,キバゴ,610,0,4,あなをほる,33.3
1918,キバゴ,610,0,5,アイアンヘッド,30.0
1919,キバゴ,610,0,6,がむしゃら,23.3
1920,キバゴ,610,0,7,カウンター,23.3
1921,キバゴ,610,0,8,きりさく,18.3
1922,キバゴ,610,0,9,ちょうはつ,18.3
1923,キバゴ,610,0,10,かみくだく,18.3
1924,オノンド,611,0,1,げきりん,60.7
1925,オノンド,611,0,2,アイアンヘッド,54.5
1926,オノンド,611,0,3,ハサミギロチン,36.9
1927,オノンド,611,0,4,であいがしら,36.9
1928,オノンド,611,0,5,りゅうのまい,34.2
1929,オノンド,611,0,6,けたぐり,29.6
1930,オノンド,611,0,7,ワイドブレイカー,29.4
